label,message
0,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different
0,I've reached home n i bathe liao... U can call me now...
0,What type of stuff do you sing?
0,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?
1,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
0,I am joining today formally.Pls keep praying.will talk later.
0,No problem. How are you doing?
0,Are you available for soiree on June 3rd?
1,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
1,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077
0,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
0,She's fine. Sends her greetings
0,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight
0,Got it..mail panren paru..
0,Ya very nice. . .be ready on thursday
0,"Sorry sir, i will call you tomorrow.  senthil.hsbc"
0,Watching tv now. I got new job :)
1,You have 1 new voicemail. Please call 08719181503
0,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again!
0,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.
0,Why don't you wait 'til at least wednesday to see if you get your .
0,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time
0,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min."
0,No da. . Vijay going to talk in jaya tv
0,What's your room number again? Wanna make sure I'm knocking on the right door
0,"I'm a guy, browsin is compulsory"
0,All will come alive.better correct any good looking figure there itself..
0,"I'd say that's a good sign but, well, you know my track record at reading women"
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04
0,Ok.ok ok..then..whats ur todays plan
0,"A few people are at the game, I'm at the mall with iouri and kaila"
0,You stayin out of trouble stranger!!saw Dave the other day he's sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA!
0,Shall call now dear having food
0,Except theres a chick with huge boobs.
0,Okey dokey swashbuckling stuff what oh.
0,Honey boo I'm missing u.
0,I want to go to perumbavoor
0,Dhoni have luck to win some big title.so we will win:)
1,URGENT! We are trying to contact U Todays draw shows that you have won a Â£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm
0,Shall i ask one thing if you dont mistake me.
1,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
0,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.
0,We still on for tonight?
0,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you
0,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
0,Hi kindly give us back our documents which we submitted for loan from STAPATI
0,I am sorry it hurt you.
0,"Didn't try, g and I decided not to head out"
0,Nah dub but je still buff
0,"I'm cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x."
0,Hi happy birthday. Hi hi hi hi hi hi hi
0,Why tired what special there you had
0,Yes princess! I want to make you happy...
0,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
0,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
0,Do have a nice day today. I love you so dearly.
0,Take us out shopping and Mark will distract Isaiah.=D
0,I'm done oredi...
0,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
0,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
0,"Hm good morning, headache anyone? :-)"
0,Wife.how she knew the time of murder exactly
0,Thinkin about someone is all good. No drugs for that
0,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols"
1,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm
0,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!
0,Have you been practising your curtsey?
0,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
0,on hen night. Going with a swing
0,Also are you bringing galileo or dobby
0,Compliments to you. Was away from the system. How your side.
1,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!
0,"Sorry man, my stash ran dry last night and I can't pick up more until sunday"
0,"This is one of the days you have a billion classes, right?"
0,I only haf msn. It's yijue@hotmail.com
0,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
0,Please leave this topic..sorry for telling that..
1,Great News! Call FREEFONE 08006344447 to claim your guaranteed Â£1000 CASH or Â£2000 gift. Speak to a live operator NOW!
0,To day class is there are no class.
0,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
0,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.
0,Oh k.k..where did you take test?
0,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
0,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
0,I re-met alex nichols from middle school and it turns out he's dealing!
0,"Sure thing big man. i have hockey elections at 6, shouldnât go on longer than an hour though"
1,"URGENT! You have won a 1 week FREE membership in our Â£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
0,Ok. No wahala. Just remember that a friend in need ...
0,Ugh. Gotta drive back to sd from la. My butt is sore.
0,"Alright if you're sure, let me know when you're leaving"
0,K go and sleep well. Take rest:-).
0,No break time one... How... I come out n get my stuff fr Ã¼?
0,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
1,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just Â£5 by replying GET BBDELUXE and take the challenge
1,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
0,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................
0,Tell them no need to investigate about me anywhere.
0,"""Hi darlin did youPhone me? Im atHome if youwanna chat."""
0,So Ã¼'ll be submitting da project tmr rite?
0,I will take care of financial problem.i will help:)
0,"And how you will do that, princess? :)"
0,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight
0,Where do you need to go to get it?
1,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy"
0,Happy new year. Hope you are having a good semester
0,"yeah, that's what I was thinking"
0,At 4. Let's go to bill millers
0,I think its far more than that but find out. Check google maps for a place from your dorm.
1,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x CallsÂ£1/minMobsmoreLKPOBOX177HP51FL
0,"Could you not read me, my Love ? I answered you"
0,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx
0,Also hi wesley how've you been
1,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out
0,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
0,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?
0,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
0,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
0,Pls send me your address sir.
0,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo
0,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
0,Yup i thk so until e shop closes lor.
0,Is ur paper in e morn or aft tmr?
0,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!
0,"Haha better late than ever, any way I could swing by?"
0,Die... Now i have e toot fringe again...
0,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.
0,LOL ... Have you made plans for new years?
0,"Ya ok, then had dinner?"
0,"By the way, 'rencontre' is to meet again. Mountains dont...."
0,R Ã¼ going 4 today's meeting?
0,He says hi and to get your ass back to south tampa (preferably at a kegger)
0,I am in bus on the way to calicut
1,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832"
0,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
0,Then get some cash together and I'll text jason
0,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie
0,Ambrith..madurai..met u in arun dha marrge..remembr?
0,Will be out of class in a few hours. Sorry
0,Well I might not come then...
0,I cant pick the phone right now. Pls send a message
0,Old Orchard near univ. How about you?
0,What happen dear tell me
0,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah..."
0,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)
1,"Last Chance! Claim ur Â£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. Â£3.00 Sub. 16"
0,Smith waste da.i wanna gayle.
0,Don't necessarily expect it to be done before you get back though because I'm just now headin out
0,I will treasure every moment we spend together...
0,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.
1,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
0,I dont know exactly could you ask chechi.
0,Yavnt tried yet and never played original either
0,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
0,Yup ok...
0,Ffffffffff. Alright no way I can meet up with you sooner?
0,You can never do NOTHING
0,No problem. Talk to you later
0,Remind me how to get there and I shall do so
0,Going for dinner.msg you after.
0,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
1,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
0,I jokin oni lar.. Ã busy then i wun disturb Ã¼.
0,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem
1,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p
0,Ok. Very good. Its all about making that money.
0,Thanx...
0,That's cause your old. I live to be high.
0,What time is ur flight tmr?
0,Ã log off 4 wat. It's sdryb8i
0,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....
0,Huh i cant thk of more oredi how many pages do we have?
1,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.
0,How long does it take to get it.
0,I send the print  outs da.
0,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for!"
0,Que pases un buen tiempo or something like that
0,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.
0,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome"
0,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
0,Am only searching for good dual sim mobile pa.
0,I havent add Ã¼ yet right..
0,Its normally hot mail. Com you see!
0,"Haha awesome, I've been to 4u a couple times. Who all's coming?"
1,"You've won tkts to the EURO2004 CUP FINAL or Â£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
0,Every day i use to sleep after  &lt;#&gt;  so only.
0,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.
0,Sorry i din lock my keypad.
1,"For ur chance to win a Â£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
0,K. Did you call me just now ah?
0,Enjoy ur life. . Good night
1,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
0,But i'm surprised she still can guess right lor...
0,Havent shopping now lor i juz arrive only
0,Can Ã¼ call me at 10:10 to make sure dat i've woken up...
0,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
0,I dunno lei... Like dun haf...
0,You all ready for * big day tomorrow?
0,Prepare to be pleasured :)
0,Yes.i'm in office da:)
0,Raviyog Peripherals bhayandar east
1,You have won a guaranteed 32000 award or maybe even Â£1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???
0,Yup i'm free...
0,Yes baby! We can study all the positions of the kama sutra ;)
0,I called but no one pick up e phone. I ask both of them already they said ok.
0,Come to medical college at 7pm ......forward it da
0,"""HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX."""
1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
0,Having lunch:)you are not in online?why?
0,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.
0,"""NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT"""
1,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr"
0,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com
0,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
0,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.
0,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like"
0,Din i tell u jus now 420
0,Same. Wana plan a trip sometme then
0,"Alright we're hooked up, where you guys at"
0,"Yo, any way we could pick something up tonight?"
0,Do we have any spare power supplies
0,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.
0,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u
0,Dai i downloaded but there is only exe file which i can only run that exe after installing.
1,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705
0,Okie
0,I can ask around but there's not a lot in terms of mids up here
0,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
0,No dear i do have free messages without any recharge. Hi hi hi
0,How much are we getting?
1,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
0,Yes... I trust u to buy new stuff ASAP so I can try it out
0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
0,Ball is moving a lot.will spin in last :)so very difficult to bat:)
0,I.ll give her once i have it. Plus she said grinule greet you whenever we speak
0,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT"
0,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.
0,Dear how you. Are you ok?
0,Are you angry with me. What happen dear
0,Surely result will offer:)
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL
0,No no. I will check all rooms befor activities
0,I cant pick the phone right now. Pls send a message
0,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.
0,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
0,"Yeah sure, give me a couple minutes to track down my wallet"
0,I'm home. Doc gave me pain meds says everything is fine.
1,"Romantic Paris. 2 nights, 2 flights from Â£79 Book now 4 next year. Call 08704439680Ts&Cs apply."
0,"""HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,I'L CALL U"""
0,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..
0,Okie.. Thanx..
0,This weekend is fine (an excuse not to do too much decorating)
0,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...
1,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
0,Send me your resume:-)
0,What pa tell me.. I went to bath:-)
0,Dunno lei... I might b eatin wif my frens... If Ã¼ wan to eat then i wait 4 Ã¼ lar
0,Merry christmas to u too annie!
0,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
0,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
1,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm
0,Tell where you reached
0,Thats cool. i am a gentleman and will treat you with dignity and respect.
0,it's really getting me down just hanging around.
0,"Gosh that , what a pain. Spose I better come then."
0,Hope you are not scared!
0,Dont think so. It turns off like randomlly within 5min of opening
0,Pls speak with me. I wont ask anything other then you friendship.
0,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say..."
0,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?
0,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.
0,You call times job today ok umma and ask them to speed up
0,"Sure, whenever you show the fuck up &gt;:("
0,Thts god's gift for birds as humans hav some natural gift frm god..
0,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.
1,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
0,I wont. So wat's wit the guys
0,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
0,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)"
0,"Not yet chikku..going to room nw, i'm in bus.."
0,Hi.:)technical support.providing assistance to us customer through call and email:)
0,I wait 4 Ã¼ inside da car park...
0,Just nw i came to hme da..
0,Mathews or tait or edwards or anderson
0,Gettin rdy to ship comp
0,You were supposed to wake ME up &gt;:(
0,"Dad wanted to talk about the apartment so I got a late start, omw now"
0,"Sorry, I'll call later"
0,We can go 4 e normal pilates after our intro...
0,Hahaha..use your brain dear
0,Jay's getting really impatient and belligerent
0,But i dint slept in afternoon.
1,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !"
0,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management"
0,You'd like that wouldn't you? Jerk!
0,You still around? I could use a half-8th
0,Im good! I have been thinking about you...
0,At home also.
0,K.i will send in  &lt;#&gt;  min:)
1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
0,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
0,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema.
0,Dunno lei... I thk mum lazy to go out... I neva ask her yet...
0,And several to you sir.
0,At what time are you coming.
1,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
0,"Lol, oh you got a friend for the dog ?"
0,Even my brother is not like to speak with me. They treat me like aids patent.
0,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now..."
0,K...k:)why cant you come here and search job:)
0,Captain is in our room:)
0,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep."
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
0,I pocked you up there before
0,"Sir, waiting for your letter."
0,Any way where are you and what doing.
1,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150
1,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
0,U buy newspapers already?
0,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
0,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"
0,No. On the way home. So if not for the long dry spell the season would have been over
1,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
0,Anything lor but toa payoh got place 2 walk meh...
0,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
0,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!é¥â¾??ã¨ud evening...
0,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
0,"So check your errors and if you had difficulties, do correction."
0,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D"
1,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
0,Hahaha..use your brain dear
0,Ok... I din get ur msg...
0,Cps is causing the outages to conserve energy.
0,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
0,Somebody set up a website where you can play hold em using eve online spacebucks
0,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit"
0,Can you open the door?
0,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
0,Well welp is sort of a semiobscure internet thing
0,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx
0,"Uncle G, just checking up on you. Do have a rewarding month"
0,"I hav almost reached. Call, i m unable to connect u."
0,"Not sure yet, still trying to get a hold of him"
0,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.
0,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
0,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
0,Hope you are having a great day.
0,It took Mr owl 3 licks
0,how are you? I miss you!
0,"Goodmorning,my grandfather expired..so am on leave today."
0,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx
0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
0,Dude just saw a parked car with its sunroof popped up. Sux
0,Good evening! this is roger. How are you?
0,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill
0,WHITE FUDGE OREOS ARE IN STORES
0,Happy new year to u too!
0,Ard 530 like dat lor. We juz meet in mrt station then Ã¼ dun haf to come out.
0,"Yo my trip got postponed, you still stocked up?"
0,I am in your office na.
0,How much u trying to get?
0,Get me out of this dump heap. My mom decided to come to lowes. BORING.
0,Welp apparently he retired
1,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
0,"""alright babe, justthought i'd sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x."""
0,K.k:)apo k.good movie.
0,As if i wasn't having enough trouble sleeping.
0,O. Guess they both got screwd
1,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel"
0,"I'm not coming over, do whatever you want"
0,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc."
0,What was she looking for?
0,I'm really sorry I lit your hair on fire
0,"I know where the  &lt;#&gt;  is, I'll be there around 5"
0,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
0,"Yes but i dont care! I need you bad, princess!"
0,U meet other fren dun wan meet me ah... Muz b a guy rite...
0,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat..."
1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
0,What time you coming down later?
0,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care."
0,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;"
0,"Sorry, I'll call later"
0,Sorry da..today i wont come to play..i have driving clas..
0,Haha... Really oh no... How? Then will they deduct your lesson tmr?
0,Im done. Just studyn in library
0,Simply sitting and watching match in office..
0,Have you started in skye
0,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you."
0,Great! So what attracts you to the brothas?
0,"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat..."
0,"Hiya, had a good day? Have you spoken to since the weekend?"
0,Convey my regards to him
1,u r a winner U ave been specially selected 2 receive Â£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
0,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
0,Send his number and give reply tomorrow morning for why you said that to him like that ok
0,From here after The performance award is calculated every two month.not for current one month period..
0,How much is torch in 9ja.
0,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
0,Do Ã¼ all wan 2 meet up n combine all the parts? How's da rest of da project going?
